Annual_Death_Rate,Probability_of_Death,Number_of_Deaths,Life_Expectancy,ID,Female_Deaths,Male_Deaths,Total_Deaths,Year,Age,Female_population,Male_population,Total_population
0.44,0.439,409,30,1986_48,3724.73,6110.95,9835.68,1986,48,1125859.11,1073966.92,2199826.03
0.453,0.45199999999999996,419,29,1986_49,3856.8,6650.21,10507.01,1986,49,1172327.55,1121787.03,2294114.58
0.521,0.52,480,28,1986_50,4285.0,7440.6,11725.6,1986,50,1155512.75,1089194.03,2244706.78
0.581,0.579,532,27,1986_51,4752.22,7819.78,12572.0,1986,51,1096021.36,1035310.61,2131331.97
0.645,0.643,587,26,1986_52,5023.33,8410.06,13433.39,1986,52,1076061.23,1009194.52,2085255.75
0.6930000000000001,0.6910000000000001,627,25,1986_53,5611.61,9134.41,14746.02,1986,53,1102444.87,1028364.64,2130809.51
0.745,0.742,668,25,1986_54,6107.85,10193.92,16301.77,1986,54,1156851.22,1068365.98,2225217.2
0.8200000000000001,0.8170000000000001,730,24,1986_55,6611.08,11308.46,17919.54,1986,55,1153424.42,1059625.38,2213049.8
0.898,0.894,793,23,1986_56,7397.44,12623.1,20020.54,1986,56,1168582.26,1071994.53,2240576.79
0.955,0.95,835,22,1986_57,8038.74,13715.63,21754.37,1986,57,1204064.97,1093526.79,2297591.76
1.121,1.115,971,21,1986_58,9121.25,15236.35,24357.6,1986,58,1153513.21,1032179.97,2185693.18
1.169,1.162,1000,21,1986_59,9975.64,16347.9,26323.54,1986,59,1192220.03,1052595.24,2244815.27
1.302,1.2930000000000001,1100,20,1986_60,11181.2,17689.54,28870.74,1986,60,1197137.1,1036531.93,2233669.03
1.435,1.425,1197,19,1986_61,12345.74,19093.22,31438.96,1986,61,1182016.31,1027001.6,2209017.91
1.601,1.5879999999999999,1315,18,1986_62,13292.18,21033.16,34325.34,1986,62,1145417.5,986234.18,2131651.68
1.6660000000000001,1.652,1346,18,1986_63,13796.42,21760.51,35556.93,1986,63,1145689.85,992210.78,2137900.63
1.783,1.7670000000000001,1416,17,1986_64,14987.97,23606.4,38594.37,1986,64,1170561.57,999784.92,2170346.49
1.9800000000000002,1.96,1543,16,1986_65,16044.46,25237.18,41281.64,1986,65,1116748.27,939966.97,2056715.24
2.153,2.13,1644,16,1986_66,17163.98,25131.13,42295.11,1986,66,1057033.88,875701.09,1932734.97
2.2399999999999998,2.215,1673,15,1986_67,17238.02,25572.35,42810.37,1986,67,1048085.17,854422.38,1902507.55
2.521,2.489,1838,14,1986_68,18483.6,26999.04,45482.64,1986,68,1001541.17,796620.58,1798161.75
2.64,2.605,1876,14,1986_69,19146.91,27736.39,46883.3,1986,69,990626.92,763092.02,1753718.94
2.9690000000000003,2.926,2052,13,1986_70,20465.53,28947.97,49413.5,1986,70,938506.81,711556.26,1650063.07
3.2399999999999998,3.1879999999999997,2171,12,1986_71,21626.07,30116.54,51742.61,1986,71,914337.25,677714.21,1592051.46
3.618,3.5540000000000003,2342,12,1986_72,23331.86,31080.01,54411.87,1986,72,870300.3,630363.05,1500663.35
3.8449999999999998,3.772,2398,11,1986_73,24029.19,31205.07,55234.26,1986,73,834672.63,593080.16,1427752.79
4.026,3.946,2414,11,1986_74,25057.66,31157.04,56214.7,1986,74,819447.86,564524.15,1383972.01
4.426,4.33,2544,10,1986_75,26281.23,31794.35,58075.58,1986,75,775040.37,522428.7,1297469.07
4.883,4.7669999999999995,2680,10,1986_76,27267.69,31798.36,59066.05,1986,76,724284.77,471431.35,1195716.12
5.16,5.029999999999999,2693,9,1986_77,27518.8,30720.83,58239.63,1986,77,685984.48,428749.68,1114734.16
5.74,5.58,2837,9,1986_78,28945.47,30518.73,59464.2,1986,78,637660.4,386152.56,1023812.96
6.133,5.949999999999999,2856,8,1986_79,29287.63,29526.25,58813.88,1986,79,598264.89,348458.49,946723.38
6.966,6.732,3039,8,1986_80,30235.07,28665.84,58900.91,1986,80,538990.9,300830.04,839820.94
7.541,7.2669999999999995,3060,7,1986_81,30388.14,27466.26,57854.4,1986,81,490015.6,263356.28,753371.88
8.322000000000001,7.989,3120,7,1986_82,31274.55,25885.5,57160.05,1986,82,447554.62,230662.38,678217.0
9.077,8.683,3120,6,1986_83,31345.59,24624.89,55970.48,1986,83,409914.55,201847.13,611761.68
9.748999999999999,9.296,3050,6,1986_84,29909.92,21966.6,51876.52,1986,84,344438.6,162409.33,506847.93
11.008,10.434000000000001,3105,6,1986_85,31454.63,21096.18,52550.81,1986,85,346074.25,153611.47,499685.72
12.098,11.408,3041,5,1986_86,30649.26,19186.26,49835.52,1986,86,262813.63,114014.38,376828.01
12.973,12.183,2877,5,1986_87,27790.93,16369.9,44160.83,1986,87,249174.31,101117.47,350291.78
14.127999999999998,13.196,2736,4,1986_88,26785.46,15156.31,41941.77,1986,88,206050.66,81326.95,287377.61
15.633,14.499999999999998,2610,4,1986_89,25710.97,13377.46,39088.43,1986,89,183990.12,69280.08,253270.2
17.31,15.931000000000001,2452,4,1986_90,24732.51,12150.87,36883.38,1986,90,155131.31,56316.26,211447.57
18.598,17.016000000000002,2201,4,1986_91,21950.22,10236.94,32187.16,1986,91,125582.4,43987.22,169569.62
20.468,18.568,1994,3,1986_92,19460.05,8514.11,27974.16,1986,92,100522.43,33638.82,134161.25
22.54,20.257,1771,3,1986_93,17155.98,7115.44,24271.42,1986,93,81372.35,26085.63,107457.98
24.05,21.468999999999998,1497,3,1986_94,14208.61,5381.6,19590.21,1986,94,59534.53,18238.26,77772.79
25.968000000000004,22.983999999999998,1258,3,1986_95,11425.32,4129.99,15555.31,1986,95,45750.25,13496.79,59247.04
28.097,24.636,1039,3,1986_96,9514.43,3204.55,12718.98,1986,96,33987.42,9748.53,43735.95
30.337999999999997,26.342,837,2,1986_97,7324.41,2369.14,9693.55,1986,97,24414.58,6686.89,31101.47
32.684999999999995,28.094,658,2,1986_98,5272.46,1650.8,6923.26,1986,98,15565.74,4233.32,19799.06
35.131,29.881999999999998,503,2,1986_99,3672.71,1099.53,4772.24,1986,99,10634.32,2712.14,13346.46
37.666,31.696999999999996,374,2,1986_100,2468.15,681.33,3149.48,1986,100,7133.87,1779.68,8913.55
40.278999999999996,33.527,270,2,1986_101,1855.86,476.23,2332.09,1986,101,4802.46,1181.77,5984.23
42.955,35.36,189,2,1986_102,1213.56,297.14,1510.7,1986,102,2905.29,691.53,3596.82
45.68,37.186,129,2,1986_103,802.37,203.1,1005.47,1986,103,1787.86,414.1,2201.96
48.437000000000005,38.994,85,1,1986_104,487.23,138.07,625.3,1986,104,1108.75,264.05,1372.8
51.21,40.771,54,1,1986_105,299.14,78.04,377.18,1986,105,632.61,181.08,813.69
53.981,42.508,33,1,1986_106,157.07,52.02,209.09,1986,106,325.69,104.0,429.69
56.733,44.196000000000005,20,1,1986_107,91.04,8.0,99.04,1986,107,196.74,42.65,239.39
59.447,45.826,12,1,1986_108,55.02,21.01,76.03,1986,108,116.7,33.76,150.46
62.109,47.392,6,1,1986_109,37.02,5.0,42.02,1986,109,87.79,20.06,107.85
64.703,100.0,7,1,1986_110,78.02,23.0,101.02,1986,110,161.55,49.06,210.61
1.035,1.0250000000000001,1025,74,1987_0,16612.83,21806.05,38418.88,1987,0,1807388.95,1894031.16,3701420.11
0.079,0.079,78,74,1987_1,1285.22,1558.57,2843.79,1987,1,1758564.76,1842982.53,3601547.29
0.054,0.054,53,73,1987_2,824.14,1107.41,1931.55,1987,2,1731248.41,1813617.96,3544866.37
0.042,0.042,41,72,1987_3,588.1,893.33,1481.43,1987,3,1730933.3,1812519.43,3543452.73
0.034,0.034,33,71,1987_4,515.09,703.26,1218.35,1987,4,1766208.13,1849981.25,3616189.38
0.027,0.027,27,70,1987_5,362.06,610.23,972.29,1987,5,1753132.25,1836118.57,3589250.82
0.027,0.027,26,69,1987_6,371.06,583.22,954.28,1987,6,1731148.24,1811856.71,3543004.95
0.024,0.024,24,68,1987_7,350.06,501.19,851.25,1987,7,1704572.6,1783685.93,3488258.53
0.024,0.024,24,67,1987_8,314.06,479.18,793.24,1987,8,1590528.58,1667939.41,3258467.99
0.021,0.021,21,66,1987_9,268.04,463.17,731.21,1987,9,1650709.57,1735090.74,3385800.31
0.02,0.02,19,65,1987_10,239.04,424.15,663.19,1987,10,1620401.41,1708620.51,3329021.92
0.023,0.023,23,64,1987_11,256.04,492.18,748.22,1987,11,1576718.84,1656497.53,3233216.37
0.025,0.025,25,63,1987_12,269.04,554.2,823.24,1987,12,1570210.71,1647760.06,3217970.77
0.029,0.029,29,62,1987_13,294.05,644.24,938.29,1987,13,1586123.72,1659664.14,3245787.86
0.038,0.038,38,61,1987_14,441.08,829.31,1270.39,1987,14,1659669.01,1739740.68,3399409.69
0.05,0.05,49,60,1987_15,582.1,1173.43,1755.53,1987,15,1794225.43,1883668.68,3677894.11
0.073,0.073,72,60,1987_16,864.15,1920.7,2784.85,1987,16,1853362.62,1953633.36,3806995.98
0.087,0.087,86,59,1987_17,985.17,2349.87,3335.04,1987,17,1837415.3,1941089.82,3778505.12
0.10300000000000001,0.10300000000000001,101,58,1987_18,988.17,2840.05,3828.22,1987,18,1791670.56,1861640.02,3653310.58
0.10200000000000001,0.10200000000000001,101,57,1987_19,943.16,2973.1,3916.26,1987,19,1895578.96,1942999.21,3838578.17
0.105,0.105,103,56,1987_20,959.16,3118.16,4077.32,1987,20,1922125.89,1975462.92,3897588.81
0.11199999999999999,0.11199999999999999,110,55,1987_21,1073.18,3320.22,4393.4,1987,21,1964257.71,2021005.44,3985263.15
0.11199999999999999,0.11199999999999999,109,54,1987_22,1055.18,3422.27,4477.45,1987,22,2018661.3,2071850.89,4090512.19
0.11299999999999999,0.11299999999999999,111,53,1987_23,1161.2,3511.29,4672.49,1987,23,2068265.17,2108730.41,4176995.58
0.11199999999999999,0.11199999999999999,109,52,1987_24,1182.2,3612.34,4794.54,1987,24,2141113.51,2175573.4,4316686.91
0.11399999999999999,0.11399999999999999,111,51,1987_25,1324.22,3623.34,4947.56,1987,25,2175732.55,2201802.55,4377535.1
0.11800000000000001,0.11800000000000001,115,50,1987_26,1351.23,3846.42,5197.65,1987,26,2179904.74,2190824.63,4370729.37
0.121,0.121,118,49,1987_27,1369.24,3921.45,5290.69,1987,27,2185686.24,2195317.02,4381003.26
0.129,0.129,125,48,1987_28,1488.26,3890.43,5378.69,1987,28,2091041.73,2093292.23,4184333.96
0.125,0.125,121,47,1987_29,1553.26,4140.53,5693.79,1987,29,2275783.07,2285367.86,4561150.93
0.135,0.135,131,46,1987_30,1674.28,4348.6,6022.88,1987,30,2201524.77,2193168.94,4394693.71
0.14400000000000002,0.14300000000000002,139,45,1987_31,1692.28,4377.62,6069.9,1987,31,2101678.38,2083056.39,4184734.77
0.149,0.149,144,44,1987_32,1778.3,4434.64,6212.94,1987,32,2074938.0,2051156.76,4126094.76
0.159,0.159,153,44,1987_33,1831.31,4592.69,6424.0,1987,33,2020670.68,1979390.73,4000061.41
0.159,0.159,153,43,1987_34,1908.32,4572.69,6481.01,1987,34,2022995.77,2003470.29,4026466.06
0.16999999999999998,0.16999999999999998,163,42,1987_35,1901.33,4764.76,6666.09,1987,35,1959351.81,1924876.55,3884228.36
0.179,0.179,172,41,1987_36,2064.35,4666.72,6731.07,1987,36,1872007.91,1826600.71,3698608.62
0.187,0.187,179,40,1987_37,2144.36,4730.75,6875.11,1987,37,1854224.2,1803228.08,3657452.28
0.20500000000000002,0.20500000000000002,196,39,1987_38,2321.39,4802.77,7124.16,1987,38,1762501.78,1707915.25,3470417.03
0.198,0.198,189,38,1987_39,2424.42,5091.88,7516.3,1987,39,1974343.25,1929875.6,3904218.85
0.21,0.21,200,37,1987_40,2733.47,5309.96,8043.43,1987,40,1740911.76,1687417.63,3428329.39
0.22999999999999998,0.22999999999999998,219,36,1987_41,2229.38,4504.66,6734.04,1987,41,1444941.04,1396702.09,2841643.13
0.253,0.253,240,35,1987_42,2506.42,4780.76,7287.18,1987,42,1459569.05,1413497.25,2873066.3
0.27,0.269,255,34,1987_43,2682.46,5050.86,7733.32,1987,43,1501418.48,1443010.73,2944429.21
0.28800000000000003,0.28800000000000003,272,33,1987_44,3110.53,5664.09,8774.62,1987,44,1480546.62,1436429.92,2916976.54
0.325,0.325,306,32,1987_45,3157.54,5611.07,8768.61,1987,45,1327975.47,1279623.49,2607598.96
0.35300000000000004,0.35200000000000004,331,32,1987_46,3171.54,5671.1,8842.64,1987,46,1248628.1,1196699.88,2445327.98
0.38899999999999996,0.388,363,31,1987_47,3415.58,6031.22,9446.8,1987,47,1233375.48,1177461.22,2410836.7
0.437,0.436,406,30,1987_48,3771.64,6138.26,9909.9,1987,48,1155605.52,1102613.7,2258219.22
0.44200000000000006,0.441,409,29,1987_49,3977.67,6681.46,10659.13,1987,49,1206791.21,1157751.34,2364542.55
0.507,0.506,467,28,1987_50,4234.72,7321.7,11556.42,1987,50,1160083.76,1095993.56,2256077.32
0.58,0.5780000000000001,531,27,1987_51,4715.8,7876.9,12592.7,1987,51,1114243.69,1052085.48,2166329.17
0.636,0.634,579,26,1987_52,5205.89,8469.12,13675.01,1987,52,1091275.31,1027230.28,2118505.59
0.6910000000000001,0.688,625,26,1987_53,5342.91,9118.37,14461.28,1987,53,1082582.09,1014082.61,2096664.7
0.746,0.743,670,25,1987_54,6077.04,9964.68,16041.72,1987,54,1117893.53,1036006.35,2153899.88
0.8210000000000001,0.8170000000000001,731,24,1987_55,6505.11,10909.02,17414.13,1987,55,1126574.62,1030472.29,2157046.91
0.869,0.8659999999999999,768,23,1987_56,7131.21,11911.4,19042.61,1987,56,1156567.81,1059608.1,2216175.91
0.9690000000000001,0.964,848,22,1987_57,8235.41,13523.99,21759.4,1987,57,1180063.71,1078888.03,2258951.74
1.097,1.091,951,22,1987_58,8907.52,14556.38,23463.9,1987,58,1135125.04,1024268.99,2159394.03
1.1520000000000001,1.145,987,21,1987_59,9717.65,16216.99,25934.64,1987,59,1194584.94,1065200.77,2259785.71
1.2850000000000001,1.276,1087,20,1987_60,10820.85,17515.46,28336.31,1987,60,1179457.83,1022296.93,2201754.76
1.4120000000000001,1.402,1180,19,1987_61,11736.0,18716.91,30452.91,1987,61,1162679.33,1009545.18,2172224.51
1.58,1.567,1300,19,1987_62,13258.26,20590.6,33848.86,1987,62,1158667.9,997668.22,2156336.12
1.664,1.6500000000000001,1347,18,1987_63,13857.36,21793.05,35650.41,1987,63,1143349.53,986963.65,2130313.18
1.7389999999999999,1.7239999999999998,1384,17,1987_64,14770.52,22730.39,37500.91,1987,64,1168386.68,991586.8,2159973.48
1.9449999999999998,1.926,1520,16,1987_65,16155.76,24807.16,40962.92,1987,65,1148674.27,965276.47,2113950.74
2.111,2.089,1616,16,1987_66,17124.91,25637.47,42762.38,1987,66,1089300.44,906651.14,1995951.58
2.283,2.257,1710,15,1987_67,18144.09,26462.77,44606.86,1987,67,1056814.64,863890.96,1920705.6
2.455,2.4250000000000003,1796,14,1987_68,18106.09,26491.78,44597.87,1987,68,1006842.44,803632.73,1810475.17
2.614,2.58,1864,14,1987_69,19472.32,27771.25,47243.57,1987,69,1013373.42,785364.5,1798737.92
2.8369999999999997,2.7969999999999997,1969,13,1987_70,20074.42,28165.4,48239.82,1987,70,953097.58,725525.45,1678623.03
3.157,3.108,2126,13,1987_71,21530.66,29496.89,51027.55,1987,71,918132.65,684043.62,1602176.27
3.573,3.51,2327,12,1987_72,23064.93,30835.38,53900.31,1987,72,873534.08,633708.12,1507242.2
3.8469999999999995,3.775,2415,11,1987_73,24260.13,31578.66,55838.79,1987,73,844297.25,601324.93,1445622.18
4.024,3.945,2428,11,1987_74,25147.29,31914.78,57062.07,1987,74,833328.68,575552.58,1408881.26
4.2860000000000005,4.196,2481,10,1987_75,26075.44,31357.58,57433.02,1987,75,791532.81,535853.59,1327386.4
4.805000000000001,4.692,2658,10,1987_76,27494.68,31902.77,59397.45,1987,76,739270.79,484222.19,1223492.98
5.172000000000001,5.042,2722,9,1987_77,28610.88,31239.54,59850.42,1987,77,701990.87,441153.8,1143144.67
5.606,5.453,2796,9,1987_78,28496.86,31013.44,59510.3,1987,78,652047.01,396397.5,1048444.51
6.158,5.974,2896,8,1987_79,30251.16,30353.2,60604.36,1987,79,614232.36,357362.91,971595.27
6.8790000000000004,6.65,3031,8,1987_80,30745.24,29034.72,59779.96,1987,80,546892.14,304730.26,851622.4
7.4959999999999996,7.225,3074,7,1987_81,31042.29,27928.31,58970.6,1987,81,508586.67,272673.02,781259.69
8.171000000000001,7.85,3098,7,1987_82,31548.38,26394.75,57943.13,1987,82,459182.56,236577.82,695760.38
8.938,8.556,3112,6,1987_83,31643.39,24679.11,56322.5,1987,83,416305.49,205411.38,621716.87
9.734,9.282,3087,6,1987_84,31526.37,23153.55,54679.92,1987,84,379042.36,178374.95,557417.31
10.615,10.08,3041,6,1987_85,30155.14,20805.68,50960.82,1987,85,314536.56,141417.18,455953.74
12.097,11.407,3095,5,1987_86,31758.41,19785.3,51543.71,1987,86,313944.99,132853.22,446798.21
13.196,12.379,2975,5,1987_87,30071.13,17891.61,47962.74,1987,87,234477.07,96682.56,331159.63
14.202,13.261000000000001,2793,5,1987_88,27247.65,14901.5,42149.15,1987,88,221424.77,85144.76,306569.53
15.365,14.269000000000002,2606,4,1987_89,26119.46,13250.89,39370.35,1987,89,180163.53,67134.72,247298.25
17.049,15.709999999999999,2460,4,1987_90,24400.15,11798.36,36198.51,1987,90,158577.9,56445.03,215022.93
18.682000000000002,17.086000000000002,2255,4,1987_91,23096.93,10234.78,33331.71,1987,91,131730.62,45102.64,176833.26
20.412,18.521,2027,3,1987_92,20434.48,8635.19,29069.67,1987,92,104755.38,34607.76,139363.14
22.155,19.945,1779,3,1987_93,17492.98,6963.57,24456.55,1987,93,82339.61,25850.58,108190.19
24.596999999999998,21.904,1564,3,1987_94,15314.61,5673.09,20987.7,1987,94,65523.22,19693.84,85217.06
26.13,23.11,1288,3,1987_95,12215.08,4488.66,16703.74,1987,95,46731.75,13511.01,60242.76
28.305000000000003,24.795,1063,2,1987_96,9767.67,3296.22,13063.89,1987,96,35271.13,9828.54,45099.67
30.595,26.535999999999998,856,2,1987_97,7742.32,2460.91,10203.23,1987,97,25604.34,6955.87,32560.21
32.995000000000005,28.322999999999997,671,2,1987_98,5773.99,1762.65,7536.64,1987,98,17959.82,4634.23,22594.05
35.496,30.146,512,2,1987_99,4043.69,1194.44,5238.13,1987,99,11143.26,2890.76,14034.02
38.088,31.995,379,2,1987_100,2800.47,789.29,3589.76,1987,100,7539.82,1824.71,9364.53
40.757,33.857,273,2,1987_101,1940.34,531.2,2471.54,1987,101,4986.07,1192.81,6178.88
43.49,35.722,191,2,1987_102,1383.24,371.14,1754.38,1987,102,3227.87,792.24,4020.11
46.27,37.577,129,2,1987_103,900.16,222.09,1122.25,1987,103,1904.02,445.9,2349.92
49.081,39.409,84,1,1987_104,540.1,128.04,668.14,1987,104,1141.73,243.01,1384.74
51.903,41.209,53,1,1987_105,309.06,62.02,371.08,1987,105,713.54,149.55,863.09
54.718,42.964,33,1,1987_106,189.04,49.02,238.06,1987,106,392.3,115.07,507.37
57.509,44.666,19,1,1987_107,110.02,46.02,156.04,1987,107,207.78,75.85,283.63
60.257000000000005,46.306000000000004,11,1,1987_108,57.01,10.0,67.01,1987,108,122.19,28.38,150.57
62.946000000000005,47.876999999999995,6,1,1987_109,28.0,6.0,34.0,1987,109,72.32,19.34,91.66
65.56,100.0,7,1,1987_110,76.0,27.0,103.0,1987,110,151.77,43.37,195.14
1.0330000000000001,1.023,1023,74,1988_0,16905.76,22015.16,38920.92,1988,0,1821704.18,1908273.27,3729977.45
0.08,0.08,79,74,1988_1,1310.21,1588.58,2898.79,1988,1,1768425.78,1853196.48,3621622.26
0.052,0.052,52,73,1988_2,796.13,1108.41,1904.54,1988,2,1766688.84,1851782.26,3618471.1
0.041,0.041,40,72,1988_3,616.1,854.32,1470.42,1988,3,1741334.36,1823021.49,3564355.85
0.032,0.032,32,71,1988_4,486.08,671.25,1157.33,1988,4,1752788.24,1836793.78,3589582.02
0.029,0.029,28,70,1988_5,433.07,606.22,1039.29,1988,5,1766492.41,1851859.6,3618352.01
0.024,0.024,24,69,1988_6,344.06,537.2,881.26,1988,6,1753313.49,1836046.58,3589360.07
0.023,0.023,23,68,1988_7,346.06,476.18,822.24,1988,7,1743650.1,1825183.38,3568833.48
0.024,0.024,23,67,1988_8,333.06,473.17,806.23,1988,8,1641082.39,1719292.75,3360375.14
0.023,0.023,23,66,1988_9,327.06,482.18,809.24,1988,9,1687038.82,1771271.22,3458310.04
0.023,0.023,22,65,1988_10,301.05,472.18,773.23,1988,10,1663094.28,1754336.0,3417430.28
0.023,0.023,22,64,1988_11,278.04,476.18,754.22,1988,11,1599776.98,1680786.62,3280563.6
0.024,0.024,24,63,1988_12,283.04,493.18,776.22,1988,12,1575979.31,1653065.73,3229045.04
0.031,0.031,30,62,1988_13,344.06,657.24,1001.3,1988,13,1583333.85,1660279.25,3243613.1
0.039,0.039,38,61,1988_14,455.08,809.3,1264.38,1988,14,1593300.97,1672752.07,3266053.04
0.051000000000000004,0.051000000000000004,50,60,1988_15,537.08,1189.44,1726.52,1988,15,1674224.59,1756812.53,3431037.12
0.076,0.076,75,59,1988_16,837.14,1867.69,2704.83,1988,16,1796905.37,1896612.66,3693518.03
0.089,0.089,87,59,1988_17,947.15,2483.92,3431.07,1988,17,1879091.39,1992209.76,3871301.15
0.106,0.106,104,58,1988_18,1020.17,3002.11,4022.28,1988,18,1832784.05,1911529.61,3744313.66
0.106,0.106,104,57,1988_19,1003.16,3148.16,4151.32,1988,19,1900801.05,1956075.81,3856876.86
0.109,0.109,107,56,1988_20,950.16,3191.18,4141.34,1988,20,1884481.43,1942133.7,3826615.13
0.11199999999999999,0.11199999999999999,109,55,1988_21,1039.17,3230.19,4269.36,1988,21,1892406.21,1954805.48,3847211.69
0.11299999999999999,0.11199999999999999,110,54,1988_22,1007.16,3309.22,4316.38,1988,22,1929448.38,1986181.97,3915630.35
0.116,0.116,113,53,1988_23,1143.18,3475.29,4618.47,1988,23,2013786.73,2059119.87,4072906.6
0.11399999999999999,0.11399999999999999,111,52,1988_24,1153.18,3644.35,4797.53,1988,24,2109840.31,2150102.79,4259943.1
0.116,0.116,113,51,1988_25,1283.2,3673.37,4956.57,1988,25,2136089.8,2166053.99,4302143.79
0.122,0.122,119,50,1988_26,1353.22,3923.45,5276.67,1988,26,2172902.35,2186775.04,4359677.39
0.121,0.121,117,49,1988_27,1433.24,3894.44,5327.68,1988,27,2194834.68,2206856.46,4401691.14
0.134,0.134,130,48,1988_28,1522.24,4034.5,5556.74,1988,28,2081909.78,2083465.36,4165375.14
0.125,0.125,121,47,1988_29,1565.26,4134.53,5699.79,1988,29,2280626.22,2288232.04,4568858.26
0.14100000000000001,0.14100000000000001,137,46,1988_30,1671.27,4655.73,6327.0,1988,30,2240023.47,2233711.92,4473735.39
0.147,0.147,142,45,1988_31,1795.3,4565.69,6360.99,1988,31,2151979.78,2134688.4,4286668.18
0.152,0.152,147,44,1988_32,1776.29,4666.72,6443.01,1988,32,2108801.81,2087330.41,4196132.22
0.158,0.158,152,44,1988_33,1799.29,4734.75,6534.04,1988,33,2067542.78,2028051.6,4095594.38
0.159,0.159,153,43,1988_34,1955.32,4717.75,6673.07,1988,34,2077808.9,2058084.33,4135893.23
0.17600000000000002,0.17600000000000002,169,42,1988_35,2061.34,5034.87,7096.21,1988,35,2008741.47,1977859.6,3986601.07
0.184,0.183,176,41,1988_36,2179.36,4882.81,7062.17,1988,36,1926920.63,1884037.71,3810958.34
0.19,0.19,182,40,1988_37,2187.36,5024.86,7212.22,1988,37,1889054.47,1841839.0,3730893.47
0.213,0.213,204,39,1988_38,2269.37,5189.92,7459.29,1988,38,1763615.83,1712373.47,3475989.3
0.20400000000000001,0.20400000000000001,195,38,1988_39,2487.4,5309.96,7797.36,1988,39,1921325.94,1880553.26,3801879.2
0.219,0.219,209,37,1988_40,2614.42,5531.05,8145.47,1988,40,1939684.33,1884652.13,3824336.46
0.22999999999999998,0.22899999999999998,218,36,1988_41,2871.47,5711.11,8582.58,1988,41,1699416.63,1644051.64,3343468.27
0.258,0.258,245,35,1988_42,2601.43,4978.84,7580.27,1988,42,1445704.99,1404709.19,2850414.18
0.27599999999999997,0.27499999999999997,261,34,1988_43,2752.45,5134.9,7887.35,1988,43,1456939.41,1400739.71,2857679.12
